Trim72
Bckdha
Ndufa4
Ctsb
Smco1
Pm20d2
Dnajb4
Nudt4
Tef
Fah
Ephx1
Pde4a
Ttc7
Mypn
Bag3
Slc25a29
Pdhx
Inpp5a
Cp
Gpr146
Cpeb3
Sync
Prob1
Tigar
Gck
Plin5
Pxmp2
Pla2g5
Sgca
Aldh6a1
C130080G10Rik
Lnx1
Fhip1a
Zbtb16
Txlnb
Sucla2
Gatd3a
Tmem38a
Tfrc
Epas1
mt-Co1
Sorl1
Ginm1
Lrg1
Tmem106b
Golga4
Trak2
Gsto1
Akr1b3
Gpr157
Cd36
Gpt2
Fam234a
Bhlhe40
Nol3
Rasl10b
Pcca
Gpx4
Cst3
Hadhb
Whrn
Flt1
Grb14
Tmem82
Clec3b
St3gal5
Trip10
Fkbp4
Tob2
Ctsd
Nceh1
Phyhip
Etfa
Ptpn11
Pfkfb2
Aox1
Slc25a13
Fuca2
Slc36a2
Phkg1
Sdhb
Nudt7
Cavin4
Cisd1
Kcnd3
Magix
Map1lc3a
F13a1
Smoc2
Kcnk3
Ube2b
Kctd9
Ndufb3
Kbtbd12
Myo5b
Thbd
Adk
Stradb
Rab12
B3galt2
Slc4a3
Synpo2
Prdx5
Pdp2
Ell2
Abra
Zbtb20
Rapgef4
Sesn1
Hhatl
P2rx5
Fam131a
Map2k3
H2bc4
Pcolce2
Anks1
Ccl6
Nacc2
Tnni3
Dcaf11
Mcf2l
Ttll1
Atp2a2
Tmem143
Yipf7
Gm57127
Tns2
Gm36703
Rhbdl3
Nr1d1
Asb5
Ablim1
Adra1a
Nfe2l1
Mal
Acadm
Slc41a3
Fam210a
Prdx3
Dst
Prdx6
Hba-a1
Nabp1
Acadsb
Prelp
Adgrg1
Pdha1
St3gal3
Gnpat
H2-Aa
Fem1a
Cd59a
Atf6
Gm32027
Mme
Coq10b
Cxcl12
Rasgrf2
Mfap3l
Slc41a1
P4ha2
Dusp18
Plaat3
Rab28
Mcur1
Hbb-bt
Dbp
Dnajb2
Ubl4a
Myadml2
Dlat
Glul
3425401B19Rik
Arfgef1
Cmklr1
Tmem25
Sp100
Ndufb10
Dipk1b
Stat3
Mfn1
Klf4
Hibadh
Phyh
Kcnd2
Atp8a1
Kcnv2
Tmem182
Idh3b
Ip6k3
Slc25a11
Dock5
Adgrf5
Svip
Klf15
Ndufs7
Mgst3
P4ha1
Man1a
C1qc
Uqcrfs1
Csde1
Alas1
Eif4e
Dnajc28
Tmem117
Cs
Gm50114
Map7d1
Prr33
Tgoln1
Dpep1
Amd1
Uqcrb
Nherf2
Plekhb2
Rgs5
Bola3
C030006K11Rik
Rnf128
Kpna1
Gm36827
Bltp2
B3galnt2
Slfn5
Fam174b
Atf5
Ndufa5
Kcnb1
Macrod1
Pknox2
Gna12
Prodh
Rora
Plekhm2
Rgcc
Hdlbp
Arhgap26
Mt1
Aldh2
Chac2
Xirp2
Rnase4
Mapkapk2
Osbpl9
Echs1
Ghr
Srgn
Hsd11b1
Mmachc
Mast2
Rtn4ip1
Serpina3n
Fas
Eif4e3
9330158H04Rik
Fgf16
Myl1
Abhd5
Pcsk6
Kcnip2
Dysf
2310061I04Rik
Podxl
Spop
Apip
Tent5c
Slc16a1
Plpp3
AI593442
Gm44386
Epm2a
Arhgef37
Apba3
Clip4
Cpox
Vtn
Lrrc3b
Ak1
Entpd2
Ndufb5
Gpd1l
Dnajb5
Slc22a3
Scn1b
Wipi1
Endog
Osbpl6
Ifi207
Doc2g
Cpeb1
Pacsin1
H4c8
Tmem65
Wipf3
Mccc2
Dym
Arhgef19
Timp4
Ndufs4
Lamb2
Myorg
C1qb
Tpm1
Scd1
Ecpas
Ogdhl
Cebpd
Adgrl4
Bnip3
Fitm1
Pnpla8
Adcy9
Ddit4
Ccl9
Tomm5
Mindy2
Hcn1
Gm9899
Cyp26b1
Chchd10
Hibch
Gid4
mt-Tm
Me1
Ndufb9
H2-Ab1
Abcb9
Nqo1
Dnaja3
Sdr39u1
Stk40
Igfbp6
Bsg
Cxcl14
Abca12
Susd6
Arpc5l
Tmem205
Ptprb
Agpat2
Marchf2
Gpr22
Adamtsl4
Irgm2
Mpi
Pdk2
Abcc4
Rnf150
Tmem70
Jph2
Cped1
Ankrd33b
Abca2
Asap3
Isoc2a
Tap2
Tesc
Cpt2
Dcun1d2
Naprt
Slc6a8
Mfn2
Ndufa8
Arhgef10l
Mrps23
mt-Nd2
Itm2b
Hspb7
Ndufs8
Etfb
L2hgdh
Des
Sgcg
Ttc39b
Plpbp
Slc35f6
Gm32113
Kpna3
Gstm7
Vwa7
Ndufa11
Ralgapa2
Etfrf1
Acadvl
AW112010
Lrrc20
Mvp
Pltp
Mrgprh
Tmem38b
Pygm
Zfp91
Gm49490
Mhrt
Dhrs3
Msrb1
Tom1l2
Gm30735
Uqcrc1
Syngr2
Ndufa10
Snrk
Rapgef1
Phospho2
Lrtm1
Ndufa9
Stau2
Rasa4
Medag
Uqcc1
Atp9a
Klhl21
Myzap
Ndufs2
Nfix
Scara5
Nkiras1
Mpc1-ps
Pdrg1
1600014C10Rik
Taco1
Glo1
Dsp
Ndufv2
Sgcd
Pdpr
Ubxn2a
Car14
Gabarapl1
Tmed4
Fcgrt
Dnaja4
Mgp
Art5
Phka1
Ugp2
Rgl3
Cpxm2
Tsc22d1
Usp2
Sqstm1
Alkbh7
Parp14
Cmss1
Cast
Kiz
Mdh1
Mgl2
Chchd3
Erap1
Mybpc2
Tcim
Tfdp2
Pla2g12a
Ms4a4d
Gpm6b
Vwa1
Cd163
Hemk1
Gm10053
Rhot2
Slc12a7
Ogfrl1
Oxnad1
Fdx1
Apmap
Clpx
C1s1
Atp5g1
Ttc7b
Slc25a33
Grsf1
Cdk18
Decr1
Dapk1
Klhdc1
Intu
Ndufc1
Gal3st2c
Ndufs3
Cuedc1
Gm57414
Rnf13
Lmcd1
Large1
Prrx1
Ninj1
Cpn2
Trmt5
Asb18
Trf
Isca1
Mrpl30
Pfkl
Rnf10
Abcd3
Fth1
Icosl
Larp1b
Plin3
Asb11
Slc43a3
Oas2
Rtn4r
Osmr
Dram2
Sar1b
Tcp11l2
H2-T24
Klhdc7a
Mtln
Ube2ql1
Spryd7
Igsf1
Cenpb
Nrd1
Ndufb8
Pgam2
Rab21
mt-Nd5
Vldlr
Narf
Cilp
S100a6
Dnaja2
Cd151
mt-Ti
Crebl2
Mterf2
Ifi202b
Adcy7
Lrrc15
Ndufa6
Crim1
Cyp4b1
Ensa
Cycs
Lmod3
Usp13
Ghitm
Atg9a
Jade2
Slc25a22
Sptb
Gbp2
Nek9
Atp6ap1
C1ra
Dlst
Mreg
Rgs4
Immp2l
Gm20619
Slc26a6
Ankrd40
Mlxipl
Itgbl1
Scrn3
Dnajb9
Nudt18
Fmo1
Dnaaf3
Tm9sf2
Pde7a
Hapstr1
Fbxo3
Mrpl28
Lamp1
Gsta3
Fbxw7
Galm
Rab3a
Atp5pb
Ndufa3
Opa1
Ecsit
Golga3
Ppa1
Trak1
Ndufs6
Mapk10
Etfbkmt
Kifc3
Ppp1r3c
Tmem50b
Ppm1k
Col4a4
Vegfb
Eif4g2
Fez2
Gm56936
Pgap2
Mettl7a1
Fyco1
Kpna4
Paqr4
Nfs1
Plet1os
Mapre3
BC029722
Nr1d2
Hfe
Cryba4
Atad1
Sgcb
E2f6
Enpp4
Cmbl
Cox14
Shld1
Slc44a2
Ptgfr
Atp5j
Tmem126a
Tmem8b
Atp5e
Idh3a
Ccn5
Entpd5
Gm15417
Gm19461
Atp5j2
Iscu
Prnp
Iftap
Uap1
Acsl6
Lpgat1
Ogn
Ogfod1
Acads
Itgb2
Cisd2
Fastk
Sdhc
Jph1
Oma1
Mbnl1
Csrp3
Irf1
Tcta
Nr3c2
Dld
Sema3f
Clpb
Fosl2
Ifitm3
Junb
Atp6v0a2
Mmut
Wdtc1
Ly6e
Tmprss13
mt-Cytb
Gbp5
mt-Nd6
Corin
Gm9905
Atg4d
Ppp1r3a
Tnfsf10
Mtm1
Cd99l2
Chac1
Synpo
Abca8b
C4b
Ndrg1
Tcea3
Slc25a3
Ndufb2
Epb41
Schip1
Obscn
Col4a3
Auh
Otud6b
Coq2
Mrpl44
Frmd5
Tmem159
Fam174a
Guk1
Trpv4
Slc25a4
Samm50
Yif1a
Ipo13
Txn2
Insig2
Lrp1
Coq5
Ptgr2
Ndufb1
Galnt1
Sgk1
Myl3
Zyg11b
Dpyd
Palmd
Tmbim4
Afg1l
Mrpl51
Pdxk
Cygb
Parm1
Ano10
Tmem109
Lmbrd1
Gm46637
Acat1
Polr2m
Nr1h3
Tle5
Parvb
Enho
Bod1
Lypd8l
Mapkapk3
Zdhhc9
Epn1
Ndufb6
Aldoa
Cobll1
Plekha6
Lingo3
Dbt
Echdc3
Ndufv3
Ppara
Itgb1bp2
Csf1r
Rbm38
Tmem268
Srxn1
Mrpl50
Pygo1
Gm40528
Mief2
Crip1
Klhl34
Tbc1d4
Mir208b
Hipk2
Smim10l1
Sec31b
Spring1
Heatr5a
Uqcrc2
Ndufa13
Krt222
Adi1
Tspan17
1700025G04Rik
Nus1
Tmem150a
Ntsr2
Sos2
Acy3
Slc9a6
Ccser2
Ap4s1
Bloc1s6
Syt7
Gm31013
Slc28a2
Pten
Camk2n1
Smim13
Plpp7
Aamdc
Gramd1b
Fech
Mrpl37
Dhrs4
Sdhaf4
Sdhaf2
Dmac2l
Ppp1r12b
Spr
Ptgds
Atp5h
Setd3
Mrps14
Bhlhe41
Atp1a1
Ifngr2
Lgi1
Ilrun
Tmem250-ps
C3
Slc25a26
Opa3
Bdnf
Dlg1
Sspn
Trib1
Slc30a9
Errfi1
Ung
H2-T23
Stk11
Clec16a
Ppard
Aldh1a1
Foxo6os
Tmem204
Ube2g2
Ifngr1
Mbnl2
Memo1
Slc22a4
Nt5c1a
Spsb1
Rab10
Rhob
Slain2
Apoe
Smap2
Slc25a12
Mindy4b-ps
Cav2
Cacna1s
Ifi27
Bfar
Rfk
Nod1
Ppm1b
Rbfox1
Abhd12
Ethe1
Cat
Acss2
Ndrg4
Fmo5
Wwp1
Nrap
Magi2
Nmnat1
Gm41608
Ppm1l
Mif4gd
Ctsf
Atp1b1
Ttc19
Higd1a
Uqcrq
Pvr
Mdh2
Dusp7
Dusp1
mt-Tc
Cdkl2
Dennd4b
Igfbp7
Atp5k
Flot1
Amfr
Yae1d1
Bcl2l2
Tmem141
Cep20
Bag1
F830016B08Rik
Grpel1
Ndufa2
Ubl3
Eci1
Cox5a
Tmod4
Gm36535
Akap6
Fnip1
Fam107a
Gm50100
Ldhb
Vti1b
Selenbp1
Vmp1
Gal3st3
Dele1
Coa5
Mcrip2
Mrpl45
Chrd
Ndufa1
Ctsh
Ube2d-ps
Uqcc2
Mrpl42
Tor1aip1
Bckdhb
Dnajc15
Amacr
Emc6
Sec14l5
Tmcc3
Synj2bp
Tafa2
Fxyd6
Sik1
Ndufaf1
Cyb5d2
Myo10
Pim3
Lppos
Kremen1
Glrx5
Prkar2a
Cyc1
Capns1
Pigyl
Cd300lg
Stom
Hif1an
Cox4i1
H2-Eb1
Slc3a2
Mrpl55
Mrps24
Selenot
Cbr2
Zmpste24
A330023F24Rik
Mia2
St6galnac6
Gm39214
Ak3
Gm20300
Lrba
Suclg1
Slc43a2
Fmnl1
Smpdl3a
Tlr4
Ahnak2
F3
Gm43672
Adam17
Kcmf1
Plod1
Slc48a1
Hccs
Tollip
Id1
Etfdh
Apoo
Ppp1cb
H1f2
Mrpl4
Aen
Neat1
Gstp1
Klf2
Trp53inp2
Pcmtd1
Inka2
Cox5b
Ehd1
Dusp8
Rab7
Slc25a38
Vdac1
Dnajc21
Ddx24
Gcdh
Papss2
Tns1
Homer2
Got2
4631405J19Rik
Fbln1
Ifi204
Strit1
Myrip
Angpt1
Tmco1
Map1lc3b
Cyp27a1
Dcakd
Mmadhc
Ar
1700119I11Rik
Hint3
Rgs2
Tmx1
Sbk1
Ppl
Gm13340
Acsl1
Fabp3
Aco2
Arap2
Steap3
Pex19
Rnf11
Lnpep
Dhrs7c
Gm37829
Psmb9
Bcs1l
Ndufv1
Kcna7
Ube3b
ENSMUSG00000121513
Zfp809
Fgfr3
Slc25a20
Kitl
Psmb8
Rarg
2900076A07Rik
Gm57049
Ptprn
Crat
Map3k20
Mlxip
Slc46a3
Abcb10
Ndufs1
Adap2
Fahd2a
2310039L15Rik
Cds1
Use1
Eif1
Cyyr1
Smim26
Wnk1
Fgl2
Tmed5
Nomo1
Pde4c
Klhl7
Gfm1
G6pc3
Clstn1
Mmgt1
Igtp
Arl6ip5
Mrc1
Car8
Gm28438
Gm20186
Cox6c
Amigo1
5031439G07Rik
Lamb3
Klhl31
Dpysl4
Tspan7
Dcaf6
R3hdm2
Acsm5
Kcnc3
Mafk
Gm17276
Atp5c1
Serpini1
Gm35546
Abcd2
Sord
Ciart
Tmem63b
Ptcd3
Map3k6
Serpinf1
Pank4
Mipep
Cebpg
Ube2g1
Clip1
Fundc2
Trim30a
Gm16170
Ndufb11
Sun2
Helz2
Sult1a1
Immt
Tafa5
Ttc12
Dnajc16
Rusc1
Scgb1c1
5730409E04Rik
ENSMUSG00000121498
Vamp5
Aktip
Pcyt1a
Eno3
Best3
Fsd2
Zhx3
Stard13
Mrpl14
Ndufab1
Tubb4b
Mmaa
Actr3b
Oat
Mapk14
Cops8
Ifih1
Sypl
Ndufb4
Robo4
Sirt5
Mrpl35
Thap12
Dpp9
Phtf2
Zc3h12a
Vegfa
Slc25a35
Paqr9
Abcb7
Pcx
Tarsl2
Calr3
Atp5a1
Gm6969
Adprhl1
Spcs3
Bpgm
Ptges2
Vapb
Chchd7
Gm10727
Fh1
Pkig
Cyp2d22
Gm56843
Nbl1
Pcgf5
Rwdd4a
Ostm1
Rrm2b
Osbp2
Nbeal1
Cmah
Abi3bp
Cox17
Plxdc2
Uqcc4
Cebpa
Ighm
Zdhhc14
Cox10
Cab39l
Insyn1
A4galt
Mtfr1
Sh3gl2
Smim11
Pcyox1
Rnf144b
Scarb2
mt-Tp
Slc27a1
Npepl1
Pdhb
Rtn2
Cpeb4
B3gnt3
Zbtb7b
Ston2
Rasl10a
Ndufb7
Tapbp
Rabac1
Klc2
Dusp22
Park7
Camta2
Esrrg
Uck2
Cbx7
Nudt12
Tufm
Fbp2
Gaa
Idua
Cd14
Mob2
Gfm2
Cystm1
Micos10
Serinc1
Dcxr
Pmp22
Bcl3
Fahd1
Pex7
Hsd17b10
Nudt13
Rassf9
Tefm
Irak1
Mrpl15
Letm1
Nek7
Timp3
Emc7
Ndnf
Kif1b
Cab39
Immp1l
Serpinb6b
Mrpl12
Mcee
Clec2d
Ccl21a
Slc11a2
Atg13
Phospho1
Dedd2
Clmn
Fnta
Pgm1
Timm8b
Mafb
Cnksr1
Efr3a
Ttl
Samd12
Serpinb6a
Togaram2
Msantd4
Slc35f5
Mrpl1
Ccrl2
Nhlrc1
Gm56624
Gm13943
Mrap2
mt-Tq
Vwa8
Zfp36
H2bc6
Il6st
Coro6
Esrrb
Mrpl39
Gipc3
Cnbp
Lyve1
Fbxo6
Abcb1b
Bcl2l1
Cnst
Iqsec3
Impact
Hspa4l
4930481A15Rik
S1pr5
Mrps21
Il6ra
Ric8b
Ago4
Pla1a
Nherf4
Arl4d
Lrp5
Pkdcc
Pcp4l1
Csrnp1
Plbd1
Mrps18a
Fam131c
Smim12
Gm56730
Kcnj3
Tstd3
Eif2b4
Faf1
Gbp7
Msrb2
Laptm4a
Gm12250
2310015D24Rik
Penk
Ret
Uqcr11
Dars
Map3k5
Lonp1
Atp5d
Qki
Chp1
Dusp3
Trim7
Selenop
Retsat
Vps13c
Axl
Hspa9
Dag1
D5Ertd579e
Duox1
Qdpr
Ap1s2
Bzw2
Nt5dc3
Bcl2l13
Timm29
Homer1
Ankrd52
G0s2
Smim20
Carnmt1
Tmem147
Gstm2
Deptor
Sybu
Efhd1
Apod
Tspan12
Irak3
Gfra4
Ubqln4
Rsph3b
D830039M14Rik
Chchd2
A130023E24Rik
Tmbim6
Cyth4
Lrrn4cl
Atp5mpl
Hspa8
Alpk2
Paqr7
Cys1
Pf4
Dock8
Fam219b
Pah
Ivns1abp
Ecm1
mt-Nd1
Ndufaf2
Ptprn2
Cd47
Ppp1r37
Lrrc52
Mtfr1l
Ccdc85c
Foxo3
Mocos
Ppp6r2
Masp1
Actc1
Vezf1
Dexi
Clcc1
Fgf2
Lmna
Ddt
Kcnj11
Mafg
Fam13a
Icam1
Timm50
Map3k4
Smim8
Syngr1
Chaer1
Sncg
Crebrf
Idh3g
Ms4a6b
Timm23
Coq7
Pdlim4
Six4
Sh3glb1
Nqo2
Mdm2
Pdss2
Gm11732
C1qtnf7
Kcnt2
Itga9
Ppp3cc
Zbtb4
Cep85
C330018D20Rik
Cdh13
Pfn2
Hyal1
Prlr
Pex11a
Reps2
Hadhb-ps
Kpna2
Grk2
Tmem266
Ndufa7
Lamp2
Oxsm
Ciapin1
Ier5
Itgb1bp1
Capza2
Btg2
Tmem160
Depp1
Gm28979
Lyrm9
Esrra
Zfp770
Hycc2
Arhgef6
Pex6
Twsg1
Card19
Acot11
Gorasp1
Stmp1
Ndufaf4
Micos13
Socs3
Cyb5rl
Myom1
Pgm5
Kyat3
Serinc3
Zfp366
Trim67
Slc25a32
Mrps34
Ifrd1
Slamf9
Gns
Dap3
Acvrl1
Flt3l
Tmx2
Pdgfd
Adhfe1
Cox19
Acer2
Gm33543
Ppp2r3a
Lgals8
Mrpl2
Arl8b
Lamtor1
St3gal1
Tmc7
Emc2
Tmem126b
Dnase2a
Adcy1
Abcd1
Drap1
Mul1
Lgi4
Cep68
Gpr155
Gbp3
Eif4g1
Rab22a
Gm20544
Siglec1
Gmnn
Dnajc19
Thsd7a
Ppm1a
Atp5md
H2-Ea
Asrgl1
Tmem255b
Slc16a10
Fars2
Coq3
Acot7
Sar1a
Gm48630
Etf1
Gm7889
Lcn2
Cdk5rap1
Gm12092
Asph
E130311K13Rik
Crip2
Clpp
Cox7b
Gpihbp1
Tex261
Tfb2m
Ap1b1
Il18bp
Lonrf1
Flii
Strn3
Arhgef12
Qrsl1
Gbp10
Exoc8
Gm35992
Nr3c1
Mrpl34
Maff
1810034E14Rik
Plscr2
Anxa11
Ngly1
Isg20
Ifi35
Suclg2
Naaa
Ckm
Msra
Spta1
Gm4841
Mrps7
Mcfd2
Yipf4
Map7
Serpinb1c
Marchf6
Psmd12
Gm6206
Sema3b
Cmc2
Ulk1
Atp5o
Cox7c
Tsfm
Hsph1
Hivep2
Spacdr
Epha4
Nfkbia
Cgrrf1
Taf1a
Ube2d3
Kcna5
Tlr3
Bcl7b
Cipc
Dffa
Cog6
Paip2
Map4
Mrs2
Ndufaf5
Akr7a5
