gene_id	KO_840	KO_843	KO_857	KO_891	WT_841	WT_842	WT_858	WT_892
ENSMUSG00000081491.1	0	0	2	4	0	0	0	0
ENSMUSG00000081161.1	0	0	0	0	0	0	0	0
ENSMUSG00000002635.11	1273	1298	721	770	1400	632	743	612
ENSMUSG00000036427.5	17300	17645	17912	13356	16540	7452	13867	12180
ENSMUSG00000097660.1	41	33	32	65	28	7	65	17
ENSMUSG00000086526.2	1	5	1	8	4	8	6	4
ENSMUSG00000085105.2	13	9	28	53	12	8	53	43
ENSMUSG00000066571.13	1415	1197	2777	5307	1926	729	11927	5849
ENSMUSG00000108737.1	1	7	7	12	1	1	8	2
ENSMUSG00000078380.1	1	1	6	5	1	2	6	8
ENSMUSG00000066568.12	6839	5337	6572	4633	6898	3280	6332	5294
ENSMUSG00000108447.1	2	4	1	9	5	1	12	12
ENSMUSG00000082684.1	3	3	11	10	3	0	2	5
ENSMUSG00000086184.1	7	1	5	4	1	1	0	1
ENSMUSG00000108732.1	76	67	54	90	73	22	86	58
ENSMUSG00000085124.1	4	0	0	0	1	0	0	1
ENSMUSG00000081863.1	0	0	0	0	0	0	0	0
ENSMUSG00000086631.2	2	0	1	5	5	1	3	1
ENSMUSG00000108723.1	0	0	2	0	4	1	11	0
ENSMUSG00000030499.9	1006	1017	846	804	1214	394	1170	798
ENSMUSG00000085923.1	0	0	0	0	4	0	4	0
ENSMUSG00000087127.1	0	0	0	0	0	1	0	0
ENSMUSG00000060402.7	135	62	25	32	143	76	77	66
ENSMUSG00000063931.14	13702	16958	10298	8406	7848	3958	5412	5157
ENSMUSG00000077469.1	0	2	0	0	0	0	0	0
ENSMUSG00000056216.9	8785	6937	8745	8668	7277	4189	7106	5130
ENSMUSG00000108486.1	0	2	3	7	6	2	6	5
ENSMUSG00000108753.1	27	12	45	43	20	13	24	15
ENSMUSG00000108333.1	4	5	7	15	4	0	6	2
ENSMUSG00000108739.1	2	0	4	2	1	1	1	0
ENSMUSG00000093153.1	0	0	0	0	0	0	0	0
ENSMUSG00000108657.1	11	2	9	1	9	2	5	3
ENSMUSG00000088799.1	0	0	0	0	0	0	2	0
ENSMUSG00000108624.1	269	219	95	194	177	89	194	65
ENSMUSG00000034957.10	73632	68911	65186	63347	72073	36274	70523	49022
ENSMUSG00000108575.1	70	92	125	84	102	46	177	98
ENSMUSG00000030495.12	46112	35882	29688	19822	37373	17272	15689	22321
ENSMUSG00000001802.16	786	881	2064	1649	1220	448	1929	1849
ENSMUSG00000088307.1	0	0	7	2	0	0	0	0
ENSMUSG00000063808.14	76	111	538	601	147	56	882	671
ENSMUSG00000108704.1	1	0	0	0	0	0	0	1
ENSMUSG00000030494.13	50	30	23	22	44	33	32	16
ENSMUSG00000030493.13	409	370	534	283	357	212	231	392
ENSMUSG00000023072.14	164	134	700	718	198	99	865	668
ENSMUSG00000100776.1	0	0	0	0	0	0	0	0
ENSMUSG00000030492.16	0	0	0	0	0	0	0	0
ENSMUSG00000030491.16	1	0	0	3	13	1	5	2
ENSMUSG00000100068.1	0	0	0	0	0	0	1	0
ENSMUSG00000034875.5	5371	4902	3371	2768	5005	2563	2900	3001
ENSMUSG00000097509.1	5	2	4	3	1	0	0	1
ENSMUSG00000056043.5	2	0	1	9	1	1	1	0
ENSMUSG00000034867.16	1968	1815	6099	4876	3332	1328	5351	5584
ENSMUSG00000030417.15	280	240	226	250	191	119	163	148
ENSMUSG00000043671.14	1022	599	651	648	960	433	1041	726
ENSMUSG00000044452.10	473	475	1405	1268	757	327	1646	1437
ENSMUSG00000096990.1	0	0	0	2	0	0	0	0
ENSMUSG00000044997.3	0	0	0	0	0	0	0	0
ENSMUSG00000100387.1	0	0	0	0	0	0	0	0
ENSMUSG00000108711.1	0	0	0	0	0	0	0	0
ENSMUSG00000066543.8	0	0	0	2	0	0	2	4
ENSMUSG00000098016.1	0	2	1	1	0	0	2	2
ENSMUSG00000093359.1	0	0	0	0	0	0	0	0
ENSMUSG00000093216.1	0	0	0	0	0	0	0	0
ENSMUSG00000101965.1	0	0	0	0	0	0	0	0
ENSMUSG00000104330.1	0	11	0	0	0	4	0	1
ENSMUSG00000021217.7	19	28	13	23	32	6	38	29
ENSMUSG00000103882.1	0	0	0	0	1	0	0	0
ENSMUSG00000102516.1	2	0	0	0	0	0	0	4
ENSMUSG00000104420.1	1	0	0	0	0	1	0	0
ENSMUSG00000104454.1	0	0	0	1	0	1	0	0
ENSMUSG00000089273.1	0	0	0	0	1	0	0	0
ENSMUSG00000101342.1	0	0	0	0	1	0	0	0
ENSMUSG00000100616.1	0	0	0	0	0	0	0	0
ENSMUSG00000100905.1	0	0	0	0	0	0	0	0
ENSMUSG00000099715.2	0	0	0	0	0	0	0	0
ENSMUSG00000108434.1	0	0	0	0	0	0	0	0
ENSMUSG00000108507.1	0	0	0	0	0	0	0	0
ENSMUSG00000108790.1	0	0	0	0	0	0	0	0
ENSMUSG00000043456.16	0	0	0	0	0	0	0	0
ENSMUSG00000108330.1	0	0	0	0	1	0	0	0
ENSMUSG00000108572.1	0	0	0	0	0	0	0	0
ENSMUSG00000093540.2	0	0	0	0	0	0	0	0
ENSMUSG00000064591.1	0	0	0	0	0	0	0	0
ENSMUSG00000030421.9	3976	3230	3816	3697	4153	2127	3952	3146
ENSMUSG00000108726.1	0	0	0	0	0	0	0	0
ENSMUSG00000108334.1	0	0	0	0	0	0	0	0
ENSMUSG00000002068.16	572	518	720	307	650	300	221	438
ENSMUSG00000089230.1	0	0	0	0	0	0	0	0
ENSMUSG00000108332.1	19	17	40	21	21	14	41	23
ENSMUSG00000054676.15	24396	19501	13144	12184	21419	11063	15696	12705
ENSMUSG00000074170.5	455	388	254	228	559	196	336	326
ENSMUSG00000030423.7	1330	1076	1935	1449	1137	592	1094	1305
ENSMUSG00000108749.1	6	2	0	4	7	6	2	0
ENSMUSG00000101410.1	0	0	0	0	0	0	0	0
ENSMUSG00000101548.1	0	1	1	1	7	0	7	0
ENSMUSG00000100374.1	0	0	0	0	0	0	0	0
ENSMUSG00000101708.6	0	0	3	1	4	0	1	2
ENSMUSG00000094848.1	0	0	0	0	0	0	0	0
ENSMUSG00000102073.1	0	0	0	0	0	0	0	0
ENSMUSG00000099781.1	0	0	0	0	0	0	0	0
ENSMUSG00000094920.2	1	0	4	0	1	0	4	1
ENSMUSG00000099846.1	0	0	0	0	0	0	0	0
ENSMUSG00000100169.1	0	0	0	0	1	0	0	0
ENSMUSG00000060565.5	0	0	0	0	0	0	0	0
ENSMUSG00000099765.1	0	0	0	0	0	0	0	0
ENSMUSG00000101847.1	0	0	0	0	0	0	0	0
ENSMUSG00000100810.1	0	0	0	0	0	0	0	0
ENSMUSG00000095537.1	0	0	0	0	0	0	0	0
ENSMUSG00000100841.1	0	0	0	0	0	0	0	0
ENSMUSG00000094233.2	0	0	0	0	0	0	0	0
ENSMUSG00000100788.1	0	0	0	0	0	0	0	0
ENSMUSG00000099772.1	0	0	0	0	0	0	0	0
ENSMUSG00000101855.1	1	0	0	0	2	0	0	0
ENSMUSG00000094419.1	0	0	0	0	0	0	0	0
ENSMUSG00000101470.1	0	0	0	0	0	0	0	0
ENSMUSG00000099981.1	0	0	0	0	0	0	0	0
ENSMUSG00000096277.2	0	0	0	0	0	0	0	0
ENSMUSG00000101023.1	0	0	0	0	0	0	0	0
ENSMUSG00000095053.1	0	0	0	0	0	0	0	0
ENSMUSG00000101035.1	0	0	0	0	0	0	0	0
ENSMUSG00000101703.1	0	0	0	0	0	0	0	0
ENSMUSG00000101454.1	0	0	0	0	0	0	0	0
ENSMUSG00000102017.1	0	0	0	0	0	0	0	0
ENSMUSG00000097653.2	0	0	0	0	0	0	0	0
ENSMUSG00000099951.1	0	0	0	0	0	0	0	0
ENSMUSG00000096181.1	0	0	0	0	0	0	0	0
ENSMUSG00000100112.1	0	0	0	0	0	0	0	0
ENSMUSG00000100721.1	0	0	0	0	0	0	0	0
ENSMUSG00000053742.8	0	0	0	0	0	0	0	0
ENSMUSG00000098777.1	0	0	0	0	0	0	0	0
ENSMUSG00000046372.4	1	4	0	1	4	0	1	0
ENSMUSG00000030424.15	115	94	85	130	106	68	230	99
ENSMUSG00000100490.1	5	1	2	2	7	3	0	0
ENSMUSG00000068959.6	46	46	179	181	76	35	199	194
ENSMUSG00000104150.2	2	2	8	15	0	2	12	2
ENSMUSG00000108621.1	1000	782	2289	2059	1192	648	1821	2134
ENSMUSG00000099934.1	0	0	0	0	1	0	0	6
ENSMUSG00000096980.1	33	11	24	10	17	8	17	23
ENSMUSG00000074903.5	0	0	0	0	0	0	0	0
ENSMUSG00000070236.1	0	0	0	0	0	0	0	0
ENSMUSG00000100912.1	0	0	0	0	0	0	0	0
ENSMUSG00000101901.1	0	0	0	0	0	0	0	0
ENSMUSG00000110135.1	0	0	0	0	0	0	0	0
ENSMUSG00000102085.2	0	0	0	0	0	0	0	0
ENSMUSG00000100431.2	0	0	0	0	0	0	0	0
ENSMUSG00000102227.1	0	0	0	0	0	0	0	0
ENSMUSG00000109083.2	1	6	2	0	7	0	0	0
ENSMUSG00000102464.2	0	0	0	8	0	0	0	0
ENSMUSG00000056836.8	12	8	5	2	4	2	8	0
ENSMUSG00000101153.1	0	0	0	1	0	0	0	4
ENSMUSG00000087914.1	0	0	0	0	0	0	0	0
ENSMUSG00000100650.1	0	0	0	0	0	0	0	0
ENSMUSG00000102004.3	0	0	0	0	1	0	0	0
ENSMUSG00000100600.6	0	1	0	0	4	3	0	1
ENSMUSG00000108672.1	0	0	0	0	0	0	0	0
ENSMUSG00000101643.1	0	1	0	0	0	0	0	0
ENSMUSG00000084473.1	0	0	0	0	0	0	0	0
ENSMUSG00000039257.11	617	352	72	87	600	355	41	116
ENSMUSG00000099768.1	0	0	0	0	0	0	0	0
ENSMUSG00000091692.2	0	0	0	0	1	0	0	0
ENSMUSG00000108397.1	0	0	0	0	0	0	0	0
ENSMUSG00000108364.1	0	0	0	0	0	0	0	0
ENSMUSG00000048312.7	0	0	0	0	1	0	0	0
ENSMUSG00000100732.1	0	0	0	0	0	0	0	0
ENSMUSG00000108661.1	0	0	0	0	0	0	0	0
ENSMUSG00000108490.1	0	0	0	0	0	0	0	0
ENSMUSG00000102113.1	0	0	0	0	1	0	0	0
ENSMUSG00000108619.1	0	0	0	0	0	0	0	0
ENSMUSG00000101195.1	0	0	0	0	1	0	0	0
ENSMUSG00000101650.1	0	0	0	0	0	0	0	0
ENSMUSG00000108754.1	0	0	0	0	0	0	0	0
ENSMUSG00000072259.3	0	0	0	0	0	0	0	0
ENSMUSG00000078737.3	0	0	0	0	0	0	0	0
ENSMUSG00000100376.1	0	0	0	0	0	0	0	0
ENSMUSG00000099657.2	0	0	0	0	0	0	0	0
ENSMUSG00000099979.1	2	0	1	0	0	0	0	0
ENSMUSG00000108395.1	0	0	0	0	0	0	0	1
ENSMUSG00000101196.2	0	0	0	0	0	0	0	0
ENSMUSG00000108779.1	0	0	0	0	0	0	0	0
ENSMUSG00000049062.3	0	0	0	0	0	0	0	0
ENSMUSG00000108340.1	0	0	0	0	0	0	0	0
ENSMUSG00000099511.1	0	0	0	0	0	0	0	0
ENSMUSG00000092031.1	0	0	0	0	0	0	0	0
ENSMUSG00000101449.1	0	2	0	2	0	0	2	0
ENSMUSG00000082080.3	0	0	0	0	0	0	0	0
ENSMUSG00000056383.10	311	219	866	417	420	184	334	660
ENSMUSG00000091864.1	16	10	2	1	28	9	12	8
ENSMUSG00000092592.1	47	12	17	5	17	15	6	7
ENSMUSG00000066537.4	0	0	0	1	1	1	1	1
ENSMUSG00000108312.1	0	0	0	0	0	0	0	0
ENSMUSG00000074166.7	259	218	272	216	331	151	172	295
ENSMUSG00000083500.1	1	0	0	0	3	0	1	1
ENSMUSG00000090744.7	0	0	3	0	7	0	5	3
ENSMUSG00000090341.1	0	0	0	0	0	0	0	0
ENSMUSG00000108482.1	1	0	0	0	0	0	0	0
ENSMUSG00000091474.2	214	193	707	543	313	157	392	571
ENSMUSG00000074165.10	445	380	680	503	483	261	544	653
ENSMUSG00000091401.1	112	27	16	6	30	47	4	14
ENSMUSG00000074164.12	0	0	0	0	2	0	0	0
ENSMUSG00000091004.2	0	4	2	2	0	1	0	0
ENSMUSG00000092193.1	7	1	1	2	2	2	0	2
ENSMUSG00000092538.1	0	0	0	0	0	0	0	0
ENSMUSG00000092451.3	0	0	0	0	0	0	0	0
ENSMUSG00000090383.1	0	0	0	0	0	0	0	0
ENSMUSG00000092328.1	0	0	0	0	0	0	0	0
ENSMUSG00000092032.1	0	0	0	0	0	0	0	0
ENSMUSG00000092281.1	6	2	2	0	3	1	1	0
ENSMUSG00000083623.1	11	5	0	0	9	5	0	0
ENSMUSG00000048574.9	2	4	0	0	0	4	0	1
ENSMUSG00000090619.1	0	0	0	0	0	0	0	0
ENSMUSG00000092257.1	44	33	48	23	26	25	15	22
ENSMUSG00000108562.1	6	2	0	0	2	0	1	1
ENSMUSG00000090967.2	0	0	0	0	0	0	0	0
ENSMUSG00000092370.1	0	0	0	0	0	0	0	0
ENSMUSG00000092411.1	0	0	0	0	0	0	0	0
ENSMUSG00000092382.1	0	0	0	0	0	0	0	0
ENSMUSG00000070621.3	0	0	0	0	0	0	0	0
ENSMUSG00000030463.5	0	0	0	0	1	0	0	0
ENSMUSG00000092301.1	2	0	0	0	2	0	0	0
ENSMUSG00000092416.2	329	294	535	516	345	179	487	633
ENSMUSG00000092505.1	0	8	2	4	2	2	0	0
ENSMUSG00000108491.1	2	3	3	4	5	0	1	2
ENSMUSG00000108446.1	3	5	1	3	1	2	4	14
ENSMUSG00000094462.1	1	0	6	6	0	1	0	1
ENSMUSG00000092335.1	40	14	49	63	50	30	42	88
ENSMUSG00000076180.1	0	0	0	0	0	0	0	0
ENSMUSG00000074158.9	26	23	336	295	36	13	118	399
ENSMUSG00000069727.5	52	31	264	222	82	34	205	267
ENSMUSG00000091594.2	0	0	2	6	6	0	0	11
ENSMUSG00000092554.1	0	0	0	0	0	0	0	0
ENSMUSG00000092238.1	0	1	0	1	2	0	0	3
ENSMUSG00000091926.2	0	0	1	0	0	0	0	1
ENSMUSG00000092225.1	0	0	0	2	4	0	0	0
ENSMUSG00000092191.1	1	1	0	3	1	0	0	1
ENSMUSG00000090751.1	1	3	1	0	1	0	0	1
ENSMUSG00000080892.1	0	0	0	0	0	0	0	0
ENSMUSG00000044609.6	60	42	30	46	38	28	48	20
ENSMUSG00000076190.1	0	0	0	0	0	0	0	0
ENSMUSG00000091528.8	1	3	0	0	1	0	0	0
ENSMUSG00000108666.1	0	0	1	0	0	0	0	0
ENSMUSG00000107181.1	0	0	0	0	0	0	0	0
ENSMUSG00000108492.1	0	0	0	0	0	0	0	0
ENSMUSG00000071952.3	0	0	0	0	0	0	0	0
ENSMUSG00000064194.10	0	0	0	0	0	0	1	1
ENSMUSG00000077022.1	0	0	0	0	0	0	0	0
ENSMUSG00000074887.4	0	0	0	0	0	0	0	0
ENSMUSG00000012640.16	776	673	671	677	770	428	774	557
ENSMUSG00000108300.1	0	0	0	0	0	0	0	0
ENSMUSG00000039013.16	18	41	17	5	45	6	0	13
ENSMUSG00000070606.4	0	0	0	0	0	0	0	0
ENSMUSG00000108775.1	0	0	0	0	0	0	0	0
ENSMUSG00000030468.12	4	17	0	0	12	1	0	0
ENSMUSG00000097437.2	0	0	0	0	0	0	0	0
ENSMUSG00000093639.2	0	0	0	0	0	0	0	0
ENSMUSG00000004613.7	0	0	0	0	0	0	0	0
ENSMUSG00000004612.9	84	30	0	0	30	3	0	0
ENSMUSG00000038973.2	6	1	0	0	3	0	2	0
ENSMUSG00000004610.4	1736	1829	1298	1229	1516	747	1062	931
ENSMUSG00000107482.2	0	0	0	0	0	0	0	0
ENSMUSG00000108618.1	2	1	0	6	0	0	7	1
ENSMUSG00000099210.1	0	0	0	0	1	0	0	0
ENSMUSG00000070604.5	217	211	253	202	282	79	509	324
ENSMUSG00000013367.5	14	18	16	15	16	7	4	5
ENSMUSG00000013353.10	0	0	0	0	3	0	0	0
ENSMUSG00000108438.1	34	46	14	28	24	23	18	42
ENSMUSG00000108695.1	0	0	0	0	2	4	0	0
ENSMUSG00000004609.11	325	312	65	30	312	152	14	49
ENSMUSG00000108411.1	0	0	0	0	0	0	0	0
ENSMUSG00000056592.14	59	48	54	49	107	42	49	20
ENSMUSG00000030469.10	472	315	404	232	437	205	396	343
ENSMUSG00000055102.15	0	2	1	1	19	0	1	0
ENSMUSG00000030472.9	1	0	0	0	2	0	1	4
ENSMUSG00000030474.9	9	10	8	1	6	2	1	3
ENSMUSG00000108783.1	0	0	0	0	0	0	0	0
ENSMUSG00000038888.8	583	595	388	356	682	368	501	407
ENSMUSG00000044737.6	0	0	0	0	0	0	0	0
ENSMUSG00000108734.1	0	0	0	0	0	0	0	0
ENSMUSG00000097178.7	0	0	0	0	0	1	0	0
ENSMUSG00000054046.7	0	0	0	0	0	0	0	0
ENSMUSG00000108588.1	0	0	0	0	0	0	0	0
ENSMUSG00000044430.11	0	0	0	0	0	0	0	0
ENSMUSG00000067616.11	0	0	0	0	0	0	0	0
ENSMUSG00000030693.10	0	0	4	0	1	1	0	0
ENSMUSG00000047884.6	2	0	1	0	0	0	0	0
ENSMUSG00000064023.4	14	12	5	0	16	10	1	0
ENSMUSG00000030713.6	0	0	0	0	0	0	0	0
ENSMUSG00000050063.18	0	0	0	0	0	0	0	0
ENSMUSG00000074155.2	0	0	0	0	0	0	0	0
ENSMUSG00000108781.1	0	0	0	0	0	0	0	0
ENSMUSG00000108527.1	0	0	0	0	0	0	0	0
ENSMUSG00000006948.7	0	0	0	0	0	0	0	0
ENSMUSG00000108444.1	0	0	0	0	0	0	0	0
ENSMUSG00000055193.4	0	0	0	0	0	0	0	0
ENSMUSG00000108432.1	0	0	0	0	0	0	0	0
ENSMUSG00000060161.9	0	0	0	0	0	0	0	0
ENSMUSG00000108323.1	0	0	0	0	0	0	0	0
ENSMUSG00000063089.4	0	0	0	0	1	0	0	0
ENSMUSG00000108651.1	0	0	0	0	0	0	0	0
ENSMUSG00000063133.2	0	0	0	0	0	0	0	0
ENSMUSG00000108746.1	0	0	0	0	0	0	0	0
ENSMUSG00000059042.3	0	0	0	0	0	1	0	0
ENSMUSG00000108730.1	0	0	0	0	0	0	0	0
ENSMUSG00000108602.1	0	0	0	0	0	0	0	0
ENSMUSG00000044485.4	0	0	0	0	0	0	0	0
ENSMUSG00000108794.1	0	0	0	0	0	0	0	0
ENSMUSG00000108539.1	0	0	0	0	0	0	0	0
ENSMUSG00000053719.10	0	0	0	0	0	0	0	0
ENSMUSG00000108759.1	0	0	0	0	0	0	0	0
ENSMUSG00000108339.1	0	0	0	0	0	0	0	0
ENSMUSG00000108328.1	0	0	0	0	0	0	0	0
ENSMUSG00000108440.1	0	0	0	0	0	0	0	0
ENSMUSG00000063177.6	1	1	0	0	0	0	0	0
ENSMUSG00000108538.1	0	0	0	0	0	0	0	0
ENSMUSG00000108400.1	0	0	0	0	0	0	0	0
ENSMUSG00000108498.1	0	0	0	0	0	0	0	0
ENSMUSG00000108406.1	0	0	0	0	0	0	0	0
ENSMUSG00000108517.1	0	0	0	0	0	0	0	0
ENSMUSG00000066516.5	0	0	0	0	0	0	0	0
ENSMUSG00000108301.1	0	0	0	0	0	0	0	0
ENSMUSG00000060177.6	0	0	0	0	0	0	0	0
ENSMUSG00000108796.1	0	0	0	0	0	0	0	0
ENSMUSG00000108403.1	0	0	0	0	0	0	0	0
ENSMUSG00000108797.1	0	0	0	0	0	0	0	0
ENSMUSG00000038968.3	0	0	0	0	1	0	0	0
ENSMUSG00000108774.1	0	0	0	0	0	0	0	0
ENSMUSG00000063713.7	0	0	0	0	0	0	0	0
ENSMUSG00000108727.1	0	0	0	0	0	0	0	0
ENSMUSG00000066515.3	0	0	0	0	0	0	0	0
ENSMUSG00000108459.1	0	0	0	0	0	0	0	0
ENSMUSG00000066513.4	0	0	0	0	0	0	0	0
ENSMUSG00000108679.1	0	0	0	0	0	0	0	0
ENSMUSG00000066512.3	0	0	0	0	0	0	0	0
ENSMUSG00000062073.6	0	0	0	0	1	0	0	0
ENSMUSG00000063903.5	1	0	0	0	0	2	0	0
ENSMUSG00000038782.6	34	36	29	5	175	10	21	43
ENSMUSG00000108622.1	2	0	0	0	0	0	0	0
ENSMUSG00000088439.1	0	0	0	0	0	0	0	0
ENSMUSG00000045411.16	1332	1018	632	680	1053	491	711	575
ENSMUSG00000101166.6	0	2	0	1	5	0	0	0
ENSMUSG00000080352.1	0	0	0	0	0	0	0	0
ENSMUSG00000096296.1	2	6	0	0	0	2	1	0
ENSMUSG00000095472.1	0	0	0	0	0	0	0	0
ENSMUSG00000080683.1	0	0	0	0	0	0	0	0
ENSMUSG00000012777.14	3	2	0	2	13	1	0	2
ENSMUSG00000087376.3	0	0	0	0	0	0	0	0
ENSMUSG00000108705.1	0	0	0	0	0	0	0	0
ENSMUSG00000108343.1	0	0	0	0	0	0	0	0
ENSMUSG00000108512.1	0	0	1	0	0	0	0	0
ENSMUSG00000004473.10	72	66	19	19	46	27	35	23
ENSMUSG00000038738.15	1	13	8	1	14	0	14	20
ENSMUSG00000108719.1	0	0	0	0	0	0	0	0
ENSMUSG00000008028.15	4	0	1	1	7	1	1	5
ENSMUSG00000108509.1	0	0	0	0	2	0	0	5
ENSMUSG00000030731.13	161	162	296	251	262	85	309	272
ENSMUSG00000108372.1	0	0	0	0	0	0	0	0
ENSMUSG00000047085.14	0	1	0	0	0	0	0	0
ENSMUSG00000038704.11	0	1	0	0	0	0	0	0
ENSMUSG00000038695.13	825	841	663	669	667	328	488	478
ENSMUSG00000098661.1	1	0	0	0	1	2	0	0
ENSMUSG00000108322.1	0	1	0	0	0	0	1	0
ENSMUSG00000008140.17	6908	6190	4498	3917	7584	2966	4581	4580
ENSMUSG00000051113.9	7	24	16	11	64	11	26	19
ENSMUSG00000108607.2	0	0	0	0	1	0	0	2
ENSMUSG00000038670.11	0	0	0	0	6	0	0	2
ENSMUSG00000008193.13	10	2	4	0	20	8	0	0
ENSMUSG00000038644.14	529	408	612	486	588	209	398	398
ENSMUSG00000099330.1	0	0	0	0	0	0	0	0
ENSMUSG00000109236.1	0	0	0	0	0	0	0	0
ENSMUSG00000060601.13	2884	2489	2537	2644	3198	1412	3462	2834
ENSMUSG00000002204.9	45	55	19	29	88	24	4	13
ENSMUSG00000109491.1	0	0	0	0	0	0	0	0
ENSMUSG00000062785.14	8	14	145	189	81	37	363	289
ENSMUSG00000108832.1	0	0	0	0	1	0	0	0
ENSMUSG00000030739.18	320	439	3016	2799	595	305	1832	3000
ENSMUSG00000109352.1	0	0	0	1	0	0	5	2
ENSMUSG00000070574.2	0	3	10	16	0	0	9	6
ENSMUSG00000066500.5	0	0	0	0	5	0	0	0
ENSMUSG00000048012.19	1	6	7	10	11	4	9	8
ENSMUSG00000002205.16	888	858	1043	780	1274	555	1277	969
ENSMUSG00000109227.1	0	0	0	0	0	0	0	0
ENSMUSG00000038539.15	8967	8470	10626	6024	9664	3422	6632	8508
ENSMUSG00000109511.1	1575	1700	1832	1167	1610	744	1111	1150
ENSMUSG00000074141.13	2	2	1	3	8	4	7	1
ENSMUSG00000038520.15	6306	5331	3977	4676	6458	2702	5455	4019
ENSMUSG00000011096.17	3327	3179	3106	2192	3096	1531	1915	2038
ENSMUSG00000076051.1	0	0	0	0	0	0	0	0
ENSMUSG00000002963.17	2564	2187	1786	1455	2302	1044	1619	1329
ENSMUSG00000038502.16	4963	5254	4982	4027	5097	2493	5008	4427
ENSMUSG00000002968.8	2860	2365	4986	4011	3671	1484	5603	4507
ENSMUSG00000109198.1	3	12	4	1	22	1	4	6
ENSMUSG00000011658.15	507	522	382	500	645	210	568	460
ENSMUSG00000060279.14	3801	3636	8134	4227	4923	1887	5011	6744
ENSMUSG00000059891.14	4	6	7	5	65	0	5	7
ENSMUSG00000007783.9	43	44	16	8	76	16	31	3
ENSMUSG00000109111.1	0	0	0	0	0	0	0	0
ENSMUSG00000109324.1	4338	4095	2593	2445	4427	2147	3254	2331
ENSMUSG00000087138.1	34	47	42	53	45	36	52	41
ENSMUSG00000003190.12	168	137	116	126	216	133	185	140
ENSMUSG00000003184.15	2018	2117	1479	1876	2487	1094	1934	1396
ENSMUSG00000038406.17	720	907	7215	6601	1300	555	6237	6066
ENSMUSG00000098839.1	1	0	0	2	0	0	0	0
ENSMUSG00000038387.9	10981	8960	7401	8596	10178	4255	9600	7187
ENSMUSG00000046574.8	118	158	2052	1718	198	88	2278	1849
ENSMUSG00000007837.11	1150	998	705	624	1227	566	881	597
ENSMUSG00000003421.13	1894	1855	2017	1324	2233	1015	1646	1593
ENSMUSG00000019539.11	214	280	39	34	301	141	15	94
ENSMUSG00000109947.1	1	2	2	0	1	0	0	0
ENSMUSG00000003420.8	15905	14530	7070	13282	14534	8162	16706	8409
ENSMUSG00000065495.1	3	1	2	1	0	0	4	6
ENSMUSG00000110279.1	20	51	8	8	32	12	23	10
ENSMUSG00000003429.11	18568	16162	10858	8401	15748	9160	9834	8578
ENSMUSG00000064767.1	0	0	0	0	0	0	0	0
ENSMUSG00000074129.13	444	424	335	197	349	157	205	209
ENSMUSG00000089989.10	0	0	0	0	0	0	0	0
ENSMUSG00000065818.1	6	1	0	2	2	1	1	0
ENSMUSG00000065878.1	8	4	0	2	7	1	2	0
ENSMUSG00000065628.1	0	0	0	0	0	0	0	0
ENSMUSG00000105913.1	0	0	0	0	0	0	0	0
ENSMUSG00000065219.1	6	7	6	0	3	5	0	3
ENSMUSG00000110206.1	81	40	20	17	95	36	71	33
ENSMUSG00000007833.15	2024	1946	1395	1046	2306	881	1312	1095
ENSMUSG00000003423.15	2278	2192	1202	1098	2334	1004	1119	929
ENSMUSG00000070570.5	9	5	0	0	9	7	0	0
ENSMUSG00000106470.1	0	0	0	0	0	0	0	0
ENSMUSG00000095276.2	0	0	0	0	0	0	0	0
ENSMUSG00000038300.6	0	0	0	0	0	0	1	0
ENSMUSG00000038292.14	3	2	2	1	3	1	1	4
ENSMUSG00000030792.8	5	0	4	0	91	0	0	0
ENSMUSG00000030796.17	557	577	291	211	276	251	52	206
ENSMUSG00000030798.15	258	305	246	159	422	113	45	95
ENSMUSG00000094152.4	1	3	0	0	10	1	0	0
ENSMUSG00000088281.1	0	0	0	0	0	0	0	0
ENSMUSG00000070568.12	1	0	2	1	40	3	0	1
ENSMUSG00000038260.10	643	470	325	358	1092	430	464	434
ENSMUSG00000046721.11	491	604	444	257	536	250	328	345
ENSMUSG00000038239.11	0	0	0	0	0	0	0	0
ENSMUSG00000003863.18	62	102	419	263	163	92	406	495
ENSMUSG00000091510.4	8	5	5	7	18	13	11	8
ENSMUSG00000003872.9	43	19	40	21	38	19	41	9
ENSMUSG00000110070.1	0	0	1	0	2	0	2	0
ENSMUSG00000063511.11	1269	1069	1488	1788	1523	665	1681	1463
ENSMUSG00000084519.1	24	6	2	1	16	4	2	1
ENSMUSG00000038201.10	1	4	0	4	0	0	2	4
ENSMUSG00000074121.3	5	4	4	0	7	7	1	0
ENSMUSG00000100916.3	0	0	0	0	5	0	1	0
ENSMUSG00000003868.14	1258	1339	1596	1206	1642	760	1809	1405
ENSMUSG00000003865.16	9583	9373	12350	9845	9033	4738	14435	10887
ENSMUSG00000050708.16	80039	75259	67378	52953	47407	21832	35488	29126
ENSMUSG00000076036.1	0	0	0	0	0	0	0	0
ENSMUSG00000110350.1	3	2	0	2	1	0	2	2
ENSMUSG00000003873.11	959	1085	661	594	1164	469	368	531
ENSMUSG00000109926.1	0	0	0	0	0	0	0	0
ENSMUSG00000011382.8	4317	4268	10144	10376	6815	3083	12745	11133
ENSMUSG00000023467.18	24	11	24	59	84	26	92	85
