gene_id	KO_840	KO_843	KO_857	KO_891	WT_841	WT_842	WT_858	WT_892
ENSMUSG00000030824.17	11114	9764	13580	10759	14866	6445	15694	14714
ENSMUSG00000110387.1	0	0	0	0	0	0	0	0
ENSMUSG00000040435.12	621	673	1476	2509	945	406	5256	2100
ENSMUSG00000040428.19	32	12	39	62	42	7	52	60
ENSMUSG00000110144.1	0	5	0	1	0	0	0	0
ENSMUSG00000030825.19	36	37	64	43	81	36	100	113
ENSMUSG00000109644.1	23	10	7	32	12	6	49	23
ENSMUSG00000030826.19	22585	21578	12866	16489	17106	9324	24643	10701
ENSMUSG00000109632.1	0	1	0	0	0	0	0	4
ENSMUSG00000030827.5	74	34	68	72	183	35	96	59
ENSMUSG00000008461.6	2	0	1	0	1	0	0	0
ENSMUSG00000064158.6	0	5	3	1	10	2	4	2
ENSMUSG00000044562.12	445	564	59	23	416	256	66	33
ENSMUSG00000109998.1	12	2	0	0	3	4	1	0
ENSMUSG00000110357.1	47	37	82	59	49	19	53	80
ENSMUSG00000042918.17	18	17	6	0	17	7	5	1
ENSMUSG00000055978.5	0	3	0	2	2	0	4	0
ENSMUSG00000040364.8	1	5	0	8	22	8	12	18
ENSMUSG00000070564.15	0	0	0	0	0	0	1	0
ENSMUSG00000003273.14	56	37	50	82	45	31	67	69
ENSMUSG00000059824.12	1152	927	357	385	838	450	990	232
ENSMUSG00000057342.15	2111	2209	2160	1786	2256	1004	1731	1824
ENSMUSG00000059070.16	6061	5909	4289	4339	5270	2596	3461	2758
ENSMUSG00000054161.12	4	8	0	1	37	5	0	0
ENSMUSG00000070563.6	1	5	0	0	14	0	0	0
ENSMUSG00000003271.17	28	16	10	13	26	5	3	12
ENSMUSG00000109602.1	3	0	0	0	2	0	0	1
ENSMUSG00000062044.15	1	0	0	0	1	0	0	0
ENSMUSG00000003269.16	3534	3170	2234	1554	3940	2241	2048	1958
ENSMUSG00000110197.1	1	3	0	0	2	0	0	1
ENSMUSG00000058743.6	1080	690	649	187	2384	893	141	1403
ENSMUSG00000053801.18	1761	1685	1447	1097	1848	934	832	1127
ENSMUSG00000110020.1	3	1	1	1	14	6	1	1
ENSMUSG00000002771.12	62	48	78	17	98	13	20	67
ENSMUSG00000002778.14	10438	8739	4336	3564	9564	5001	4709	3982
ENSMUSG00000088555.1	2	3	0	4	4	0	1	0
ENSMUSG00000040231.16	1	0	0	2	14	1	0	0
ENSMUSG00000002781.19	4917	4470	3237	3291	5000	1995	4077	3239
ENSMUSG00000040212.12	525	540	498	177	626	233	90	172
ENSMUSG00000110208.1	0	0	1	2	3	0	1	0
ENSMUSG00000040189.17	54	37	26	66	57	25	63	67
ENSMUSG00000109673.1	12	3	2	4	3	3	0	4
ENSMUSG00000030834.7	19	21	8	2	32	10	8	16
ENSMUSG00000109702.1	0	0	0	0	0	0	0	0
ENSMUSG00000030835.6	11855	12774	19579	11576	21540	8992	15729	24210
ENSMUSG00000109882.1	0	0	0	0	0	0	0	0
ENSMUSG00000096146.2	0	0	0	0	0	0	0	0
ENSMUSG00000040136.10	21	9	16	6	13	7	12	13
ENSMUSG00000110146.1	0	0	0	0	0	0	0	0
ENSMUSG00000110240.1	0	0	0	0	0	0	0	0
ENSMUSG00000030838.17	1	0	0	0	0	0	0	0
ENSMUSG00000110060.1	0	0	0	0	0	0	0	0
ENSMUSG00000009487.10	0	0	0	0	0	0	0	0
ENSMUSG00000109962.1	0	0	0	0	0	0	0	0
ENSMUSG00000009471.4	0	0	0	0	0	0	0	0
ENSMUSG00000058975.7	1	0	0	0	0	0	0	0
ENSMUSG00000030839.11	705	660	459	401	829	366	436	343
ENSMUSG00000094229.1	0	0	0	0	0	0	0	1
ENSMUSG00000110316.1	5	6	1	8	15	0	4	9
ENSMUSG00000087492.2	1	0	0	0	0	0	0	1
ENSMUSG00000110272.1	0	0	0	0	0	0	0	0
ENSMUSG00000040046.14	1	1	0	0	2	0	0	1
ENSMUSG00000110010.1	12	16	34	24	29	26	25	25
ENSMUSG00000006763.14	925	861	662	634	975	471	582	525
ENSMUSG00000040026.8	914	1585	2231	648	7587	1577	173	2812
ENSMUSG00000040017.8	1	1	9	1	8	3	0	17
ENSMUSG00000109624.1	0	0	1	0	0	0	0	0
ENSMUSG00000074115.5	11	13	37	90	28	5	57	40
ENSMUSG00000057465.5	15	16	36	73	76	13	49	69
ENSMUSG00000014418.16	5182	4849	5175	4455	6675	3124	4964	5163
ENSMUSG00000110087.1	6	8	0	2	8	2	0	0
ENSMUSG00000006599.13	2526	2316	5911	3909	2989	1644	3952	4317
ENSMUSG00000087298.3	140	82	58	31	126	76	41	58
ENSMUSG00000109663.1	0	1	2	0	0	0	0	0
ENSMUSG00000063229.15	114034	120930	101714	58378	103533	56504	48875	70495
ENSMUSG00000030851.14	49	5	5	5	792	8	2	4
ENSMUSG00000014402.15	3365	3113	3078	2342	3551	1790	2048	2695
ENSMUSG00000110213.1	1	3	5	0	2	0	4	5
ENSMUSG00000043262.16	2010	1662	1953	1355	2184	1066	1542	1841
ENSMUSG00000109231.1	5	5	6	2	0	1	3	0
ENSMUSG00000110416.1	0	0	0	0	0	0	0	0
ENSMUSG00000110001.1	0	0	0	1	0	0	0	0
ENSMUSG00000109637.1	0	0	0	0	0	0	0	0
ENSMUSG00000056509.10	1	1	1	0	29	1	0	0
ENSMUSG00000049516.9	1595	1521	3562	3898	2219	1092	4282	3369
ENSMUSG00000109118.1	46	63	29	45	50	32	74	25
ENSMUSG00000109634.1	0	0	1	1	0	0	1	0
ENSMUSG00000010307.7	5115	4375	2878	1539	3810	1588	1087	1323
ENSMUSG00000030854.17	0	0	0	0	0	0	0	0
ENSMUSG00000098960.1	0	0	0	0	0	0	0	0
ENSMUSG00000109501.1	0	0	0	0	0	0	0	0
ENSMUSG00000109200.1	0	0	0	0	0	0	0	0
ENSMUSG00000052303.6	0	0	0	0	0	0	0	0
ENSMUSG00000074111.4	0	0	0	0	0	0	0	0
ENSMUSG00000099560.1	0	0	0	0	0	0	0	0
ENSMUSG00000050650.7	0	0	0	0	0	0	0	0
ENSMUSG00000109164.1	0	0	0	0	0	0	0	0
ENSMUSG00000100470.1	0	0	0	0	0	0	0	0
ENSMUSG00000095085.1	0	0	1	0	0	1	0	0
ENSMUSG00000093973.1	0	0	0	0	0	0	0	0
ENSMUSG00000096719.1	0	0	0	0	0	0	0	0
ENSMUSG00000101780.1	0	0	0	0	0	0	0	0
ENSMUSG00000101944.1	0	0	0	0	0	0	0	0
ENSMUSG00000101664.1	0	0	0	0	0	0	0	0
ENSMUSG00000099659.1	0	0	0	0	0	0	0	0
ENSMUSG00000078698.3	0	0	0	0	0	0	0	0
ENSMUSG00000100665.1	0	0	0	0	0	0	0	0
ENSMUSG00000101087.1	0	0	0	0	0	0	0	0
ENSMUSG00000101817.1	0	0	0	0	0	0	0	0
ENSMUSG00000099603.1	0	0	0	0	0	0	0	0
ENSMUSG00000101739.1	0	0	0	0	0	0	0	0
ENSMUSG00000077110.1	0	0	0	0	0	0	0	0
ENSMUSG00000100920.1	0	0	0	0	0	0	0	0
ENSMUSG00000102109.1	0	0	0	0	0	0	0	0
ENSMUSG00000102068.1	0	0	0	0	0	0	0	0
ENSMUSG00000102128.1	0	0	0	0	0	0	0	0
ENSMUSG00000101622.1	0	0	0	0	0	0	0	0
ENSMUSG00000101101.1	0	0	0	0	0	0	0	0
ENSMUSG00000101759.1	0	0	0	0	0	0	0	0
ENSMUSG00000101906.1	0	0	0	0	0	0	0	0
ENSMUSG00000067173.3	1	0	0	0	0	0	0	0
ENSMUSG00000070552.2	0	0	0	0	0	0	0	0
ENSMUSG00000101063.1	0	0	0	0	0	0	0	0
ENSMUSG00000102003.1	0	0	0	0	0	0	0	0
ENSMUSG00000101900.1	0	0	0	0	0	0	0	0
ENSMUSG00000102100.1	0	0	0	0	0	0	0	0
ENSMUSG00000101352.1	0	0	0	0	0	0	0	0
ENSMUSG00000070551.3	0	0	0	0	0	0	0	0
ENSMUSG00000101543.1	0	0	0	0	0	0	0	0
ENSMUSG00000070550.2	0	0	0	0	0	0	0	0
ENSMUSG00000097955.1	0	0	0	0	0	0	0	0
ENSMUSG00000099952.1	0	0	0	0	0	0	0	0
ENSMUSG00000099620.1	1	0	0	0	0	0	0	0
ENSMUSG00000100687.1	0	0	0	0	0	0	0	0
ENSMUSG00000050870.4	0	0	0	0	0	0	0	0
ENSMUSG00000070547.4	40	16	0	4	28	3	1	1
ENSMUSG00000074109.4	6	10	0	0	5	1	0	0
ENSMUSG00000050425.2	5	5	0	0	4	4	0	0
ENSMUSG00000101362.1	0	0	0	0	0	0	0	0
ENSMUSG00000100250.1	0	0	0	0	0	0	0	0
ENSMUSG00000070546.2	0	0	0	0	0	0	0	0
ENSMUSG00000099889.1	0	0	0	0	0	0	0	0
ENSMUSG00000109170.1	0	5	0	0	2	0	0	0
ENSMUSG00000030471.17	2203	1613	1494	980	2003	942	903	1122
ENSMUSG00000109317.1	8	8	4	12	5	0	16	12
ENSMUSG00000030470.15	0	0	0	1	0	0	0	0
ENSMUSG00000046179.17	0	1	17	1	1	0	0	11
ENSMUSG00000085995.2	1	0	1	0	4	0	0	0
ENSMUSG00000110093.1	0	0	0	0	0	0	0	0
ENSMUSG00000052512.17	5	13	142	68	16	8	50	101
ENSMUSG00000109507.1	0	0	0	0	0	0	0	0
ENSMUSG00000109068.1	0	0	0	0	0	0	0	0
ENSMUSG00000109203.1	0	0	0	0	0	0	0	0
ENSMUSG00000108950.1	0	0	0	1	0	0	0	0
ENSMUSG00000103834.1	0	0	0	0	0	0	0	0
ENSMUSG00000109051.1	0	0	0	0	0	0	0	0
ENSMUSG00000102148.1	0	0	0	0	0	0	0	0
ENSMUSG00000030507.6	0	0	0	0	0	0	0	0
ENSMUSG00000039745.8	4121	3560	2705	1805	4066	1707	1311	2121
ENSMUSG00000030505.17	1475	1285	1206	972	1438	650	1034	1037
ENSMUSG00000109154.1	4	5	1	3	15	6	0	0
ENSMUSG00000097864.1	5	0	0	0	1	1	0	1
ENSMUSG00000039728.15	0	0	0	0	0	0	1	0
ENSMUSG00000055409.14	2	0	0	0	1	9	0	0
ENSMUSG00000085265.1	0	0	0	0	0	0	0	0
ENSMUSG00000084234.2	2	0	0	0	13	0	0	0
ENSMUSG00000109409.1	0	0	0	0	0	0	0	0
ENSMUSG00000108958.1	0	0	0	0	0	0	0	0
ENSMUSG00000109494.1	0	0	0	0	0	0	0	0
ENSMUSG00000109476.1	0	0	0	0	0	0	0	0
ENSMUSG00000109172.1	0	0	0	0	0	0	0	0
ENSMUSG00000109173.1	0	0	0	0	0	0	0	0
ENSMUSG00000109202.1	0	0	0	0	0	0	0	0
ENSMUSG00000108963.1	0	0	0	0	0	0	0	0
ENSMUSG00000109443.1	0	0	0	0	0	0	0	0
ENSMUSG00000109059.1	0	0	0	2	4	1	0	0
ENSMUSG00000055489.8	0	0	0	0	1	0	0	0
ENSMUSG00000030500.6	0	0	0	0	0	1	0	0
ENSMUSG00000109437.1	0	0	0	0	0	1	0	1
ENSMUSG00000109331.1	0	0	0	0	0	0	0	0
ENSMUSG00000078636.4	1	0	2	0	2	3	0	1
ENSMUSG00000102124.1	0	0	0	0	0	0	0	0
ENSMUSG00000108842.1	5	2	9	4	7	0	0	2
ENSMUSG00000108957.1	24	25	20	10	32	6	31	3
ENSMUSG00000092118.1	182	140	105	77	167	100	89	75
ENSMUSG00000030498.15	755	371	508	638	575	315	879	623
ENSMUSG00000074093.4	7355	5030	4819	3316	6110	3261	2965	4440
ENSMUSG00000094445.7	1	1	0	0	12	4	0	0
ENSMUSG00000109526.1	0	0	0	0	0	0	0	0
ENSMUSG00000088722.1	0	0	0	0	0	0	0	0
ENSMUSG00000109026.1	0	0	0	0	0	0	0	0
ENSMUSG00000109099.1	0	0	0	0	0	0	0	0
ENSMUSG00000074092.5	13	14	0	7	5	1	2	7
ENSMUSG00000070203.1	0	0	0	0	0	0	0	0
ENSMUSG00000099176.1	0	0	0	0	0	0	0	0
ENSMUSG00000109312.1	0	0	0	0	0	0	0	0
ENSMUSG00000099089.1	0	0	0	0	0	0	0	0
ENSMUSG00000092856.2	0	0	0	0	0	0	0	0
ENSMUSG00000099647.1	153	132	109	69	191	79	55	80
ENSMUSG00000109050.1	0	0	1	0	0	0	0	0
ENSMUSG00000063297.7	0	0	0	0	0	0	0	0
ENSMUSG00000108474.1	0	0	0	0	0	0	0	0
ENSMUSG00000108665.1	0	0	0	0	0	0	0	0
ENSMUSG00000108581.1	0	0	0	0	0	0	0	0
ENSMUSG00000108756.1	0	0	0	0	0	0	0	0
ENSMUSG00000108519.1	0	0	0	0	0	0	0	0
ENSMUSG00000108326.1	0	0	0	0	0	0	0	0
ENSMUSG00000077163.1	0	0	0	0	0	0	0	0
ENSMUSG00000108325.1	0	0	0	0	0	0	0	0
ENSMUSG00000108744.1	0	0	0	0	0	0	0	0
ENSMUSG00000108363.1	0	0	0	0	0	0	0	0
ENSMUSG00000088640.1	0	0	0	0	0	0	0	0
ENSMUSG00000051504.18	11	7	1	4	2	3	5	6
ENSMUSG00000033790.11	1294	1068	1556	1101	1237	562	1071	1075
ENSMUSG00000030447.15	5779	5443	11693	7539	8345	3686	7014	9695
ENSMUSG00000092526.1	4	1	5	0	10	0	2	6
ENSMUSG00000108701.1	25	7	25	14	29	8	4	21
ENSMUSG00000030452.16	3702	3149	2832	1512	4035	2105	1440	2407
ENSMUSG00000087178.7	31	58	196	123	81	24	104	191
ENSMUSG00000108358.1	37	38	140	73	50	35	72	127
ENSMUSG00000047037.5	734	618	1223	839	903	364	643	1020
ENSMUSG00000085927.1	0	0	0	0	0	0	0	0
ENSMUSG00000108640.1	1	0	1	0	0	0	0	0
ENSMUSG00000108443.1	6	14	6	3	13	2	4	2
ENSMUSG00000078087.5	0	0	0	0	0	0	0	0
ENSMUSG00000108659.1	13	20	47	44	32	13	29	69
ENSMUSG00000030451.15	2953	3237	14798	10972	4970	1943	11677	14145
ENSMUSG00000108347.1	10	2	6	6	4	1	13	8
ENSMUSG00000030450.11	1	0	1	0	2	0	0	0
ENSMUSG00000108773.1	0	0	0	0	0	0	0	1
ENSMUSG00000055026.13	117	49	270	58	119	51	50	192
ENSMUSG00000108488.1	0	0	0	0	0	0	0	0
ENSMUSG00000108647.1	0	0	0	0	0	0	0	0
ENSMUSG00000108586.1	0	0	0	0	0	0	0	0
ENSMUSG00000108450.1	0	0	0	0	0	0	0	0
ENSMUSG00000108556.1	0	0	0	0	0	0	0	0
ENSMUSG00000108377.1	0	0	0	2	0	0	0	0
ENSMUSG00000055048.7	0	0	0	0	0	0	0	0
ENSMUSG00000055078.7	9	2	11	0	8	8	2	17
ENSMUSG00000033676.13	41	72	94	16	23	6	5	21
ENSMUSG00000099203.1	0	0	0	0	0	0	0	0
ENSMUSG00000109439.1	0	0	0	0	0	0	0	0
ENSMUSG00000108597.1	0	0	0	0	0	0	0	0
ENSMUSG00000109086.1	0	0	0	0	0	2	0	0
ENSMUSG00000109475.1	0	0	0	0	0	0	0	0
ENSMUSG00000109339.1	0	0	0	0	0	0	0	0
ENSMUSG00000077784.1	0	0	0	0	0	0	0	0
ENSMUSG00000077356.1	0	0	0	0	0	0	0	0
ENSMUSG00000109348.1	0	0	0	0	0	0	0	0
ENSMUSG00000108877.1	0	0	0	0	0	0	0	0
ENSMUSG00000025324.8	1477	2411	8000	3769	3145	1540	3284	7009
ENSMUSG00000109393.1	0	0	1	3	1	0	0	0
ENSMUSG00000109434.1	6	1	2	9	1	2	0	0
ENSMUSG00000086926.2	39	20	56	44	47	15	45	42
ENSMUSG00000109261.1	0	0	0	0	0	0	0	0
ENSMUSG00000109252.1	0	0	0	0	0	0	0	0
ENSMUSG00000108909.1	0	0	0	0	0	0	0	0
ENSMUSG00000109221.1	4	0	2	0	2	0	0	2
ENSMUSG00000108838.1	0	0	0	0	0	0	0	0
ENSMUSG00000108902.1	0	0	0	0	0	0	0	0
ENSMUSG00000109308.1	0	0	0	0	0	0	0	0
ENSMUSG00000109332.1	0	0	0	0	0	0	0	3
ENSMUSG00000109536.1	467	471	313	331	412	193	167	203
ENSMUSG00000025326.12	13188	10337	17223	11861	12659	6535	9143	13240
ENSMUSG00000109362.1	2	8	1	3	14	7	3	2
ENSMUSG00000108943.1	2	1	9	6	4	0	0	9
ENSMUSG00000108880.1	16	4	5	15	0	0	4	1
ENSMUSG00000108886.1	3	10	3	1	4	1	2	9
ENSMUSG00000100826.6	400	211	189	180	316	136	105	224
ENSMUSG00000109157.1	12	7	11	15	20	4	1	19
ENSMUSG00000109122.1	6	26	20	3	12	6	0	15
ENSMUSG00000077615.1	0	0	0	0	0	0	0	0
ENSMUSG00000064377.1	2	0	0	0	0	0	0	0
ENSMUSG00000077681.1	0	0	0	0	0	0	0	0
ENSMUSG00000094095.1	0	0	0	0	0	0	0	0
ENSMUSG00000094465.1	0	0	0	0	0	0	0	0
ENSMUSG00000094476.1	0	0	0	0	0	0	0	0
ENSMUSG00000094068.1	0	0	0	0	0	0	0	0
ENSMUSG00000096387.1	0	0	0	0	0	0	0	0
ENSMUSG00000094631.1	0	0	0	0	0	0	0	0
ENSMUSG00000094034.1	0	0	0	0	0	0	0	0
ENSMUSG00000096046.1	0	0	0	0	0	0	0	0
ENSMUSG00000095425.1	0	0	0	0	0	0	0	0
ENSMUSG00000094883.1	0	0	0	0	0	0	0	0
ENSMUSG00000094038.1	0	0	0	0	0	0	0	0
ENSMUSG00000094508.1	0	0	0	0	0	0	0	0
ENSMUSG00000095418.1	0	0	0	0	0	0	0	0
ENSMUSG00000095739.1	0	0	0	0	0	0	0	0
ENSMUSG00000095342.1	0	0	0	0	0	0	0	0
ENSMUSG00000096799.1	0	0	0	0	0	0	0	0
ENSMUSG00000093997.1	0	0	0	0	0	0	0	0
ENSMUSG00000096496.1	0	0	0	0	0	0	0	0
ENSMUSG00000093994.1	0	0	0	0	0	0	0	0
ENSMUSG00000095091.1	0	0	0	0	0	0	0	0
ENSMUSG00000096291.1	0	0	0	0	0	0	0	0
ENSMUSG00000093981.1	0	0	0	0	0	0	0	0
ENSMUSG00000096913.1	0	0	0	0	0	0	0	0
ENSMUSG00000095031.1	0	0	0	0	0	0	0	0
ENSMUSG00000095713.1	0	0	0	0	0	0	0	0
ENSMUSG00000093824.1	0	0	0	0	0	0	0	0
ENSMUSG00000095491.1	0	0	0	0	0	0	0	0
ENSMUSG00000095310.1	0	0	0	0	0	0	0	0
ENSMUSG00000094565.1	0	0	0	0	0	0	0	0
ENSMUSG00000095911.1	0	0	0	0	0	0	0	0
ENSMUSG00000094723.1	0	0	0	0	0	0	0	0
ENSMUSG00000095828.1	0	0	0	0	0	0	0	0
ENSMUSG00000094667.1	0	0	0	0	0	0	0	0
ENSMUSG00000096328.1	0	0	0	0	0	0	0	0
ENSMUSG00000093830.1	0	0	0	0	0	0	0	0
ENSMUSG00000096430.1	0	0	0	0	0	0	0	0
ENSMUSG00000096683.1	0	0	0	0	0	0	0	0
ENSMUSG00000094548.1	0	0	0	0	0	0	0	0
ENSMUSG00000094919.1	0	0	0	0	0	0	0	0
ENSMUSG00000094059.1	0	0	0	0	0	0	0	0
ENSMUSG00000094888.1	0	0	0	0	0	0	0	0
ENSMUSG00000095428.1	0	0	0	0	0	0	0	0
ENSMUSG00000096390.1	0	0	0	0	0	0	0	0
ENSMUSG00000094550.1	0	0	0	0	0	0	0	0
ENSMUSG00000096161.1	0	0	0	0	0	0	0	0
ENSMUSG00000094513.1	0	0	0	0	0	0	0	0
ENSMUSG00000095372.1	0	0	0	0	0	0	0	0
ENSMUSG00000094610.1	0	0	0	0	0	0	0	0
ENSMUSG00000094604.1	0	0	0	0	0	0	0	0
ENSMUSG00000096811.1	0	0	0	0	0	0	0	0
ENSMUSG00000096048.1	0	0	0	0	0	0	0	0
ENSMUSG00000077645.1	0	0	0	0	0	0	0	0
ENSMUSG00000096648.1	0	0	0	0	0	0	0	0
ENSMUSG00000094625.1	0	0	0	0	0	0	0	0
ENSMUSG00000095581.1	0	0	0	0	0	0	0	0
ENSMUSG00000094538.1	0	0	0	0	0	0	0	0
ENSMUSG00000094364.1	0	0	0	0	0	0	0	0
ENSMUSG00000095009.1	0	0	0	0	0	0	0	0
ENSMUSG00000096041.1	0	0	0	0	0	0	0	0
ENSMUSG00000095476.1	0	0	0	0	0	0	0	0
ENSMUSG00000093943.1	0	0	0	0	0	0	0	0
ENSMUSG00000094308.1	0	0	0	0	0	0	0	0
ENSMUSG00000096605.1	0	0	0	0	0	0	0	0
ENSMUSG00000093860.1	0	0	0	0	0	0	0	0
ENSMUSG00000075726.1	0	0	0	0	0	0	0	0
ENSMUSG00000094917.1	0	0	0	0	0	0	0	0
ENSMUSG00000094587.1	0	0	0	0	0	0	0	0
ENSMUSG00000096324.1	0	0	0	0	0	0	0	0
ENSMUSG00000094049.1	0	0	0	0	0	0	0	0
ENSMUSG00000095671.1	0	0	0	0	0	0	0	0
ENSMUSG00000095997.1	0	0	0	0	0	0	0	0
ENSMUSG00000095885.1	0	0	0	0	0	0	0	0
ENSMUSG00000095314.1	0	0	0	0	0	0	0	0
ENSMUSG00000093958.1	0	0	0	0	0	0	0	0
ENSMUSG00000094765.1	0	0	0	0	0	0	0	0
ENSMUSG00000096281.1	0	0	0	0	0	0	0	0
ENSMUSG00000094213.1	0	0	0	0	0	0	0	0
ENSMUSG00000096454.1	0	0	0	0	0	0	0	0
ENSMUSG00000093870.1	0	0	0	0	0	0	0	0
ENSMUSG00000093854.1	0	0	0	0	0	0	0	0
ENSMUSG00000094524.1	0	0	0	0	0	0	0	0
ENSMUSG00000094099.1	0	0	0	0	0	0	0	0
ENSMUSG00000094093.1	0	0	0	0	0	0	0	0
ENSMUSG00000096287.1	0	0	0	0	0	0	0	0
ENSMUSG00000094912.1	0	0	0	0	0	0	0	0
ENSMUSG00000094636.1	0	0	0	0	0	0	0	0
ENSMUSG00000094567.1	0	0	0	0	0	0	0	0
ENSMUSG00000094458.1	0	0	0	0	0	0	0	0
ENSMUSG00000095628.1	0	0	0	0	0	0	0	0
ENSMUSG00000096185.1	0	0	0	0	0	0	0	0
ENSMUSG00000096447.1	0	0	0	0	0	0	0	0
ENSMUSG00000096814.1	0	0	0	0	0	0	0	0
ENSMUSG00000096306.1	0	0	0	0	0	0	0	0
ENSMUSG00000096067.1	0	0	0	0	0	0	0	0
ENSMUSG00000094032.1	0	0	0	0	0	0	0	0
ENSMUSG00000096090.1	0	0	0	0	0	0	0	0
ENSMUSG00000096595.1	0	0	0	0	0	0	0	0
ENSMUSG00000095402.1	0	0	0	0	0	0	0	0
ENSMUSG00000095764.1	0	0	0	0	0	0	0	0
ENSMUSG00000075968.1	0	0	0	0	0	0	0	0
ENSMUSG00000095924.1	0	0	0	0	0	0	0	0
ENSMUSG00000094998.1	0	0	0	0	0	0	0	0
ENSMUSG00000095357.1	0	0	0	0	0	0	0	0
ENSMUSG00000095021.1	0	0	0	0	0	0	0	0
ENSMUSG00000095660.1	0	0	0	0	0	0	0	0
ENSMUSG00000094037.1	0	0	0	0	0	0	0	0
ENSMUSG00000094438.1	0	0	0	0	0	0	0	0
ENSMUSG00000096392.1	0	0	0	0	0	0	0	0
ENSMUSG00000096821.1	0	0	0	0	0	0	0	0
ENSMUSG00000095714.1	0	0	0	0	0	0	0	0
ENSMUSG00000095945.1	0	0	0	0	0	0	0	0
ENSMUSG00000094847.1	0	0	0	0	0	0	0	0
ENSMUSG00000094148.1	0	0	0	0	0	0	0	0
ENSMUSG00000096812.1	0	0	0	0	0	0	0	0
ENSMUSG00000094129.1	0	0	0	0	0	0	0	0
ENSMUSG00000095587.1	0	0	0	0	0	0	0	0
ENSMUSG00000095182.1	0	0	0	0	0	0	0	0
ENSMUSG00000094048.1	0	0	0	0	0	0	0	0
ENSMUSG00000094442.1	0	0	0	0	0	0	0	0
ENSMUSG00000096028.1	0	0	0	0	0	0	0	0
ENSMUSG00000096136.1	0	0	0	0	0	0	0	0
ENSMUSG00000094922.1	0	0	0	0	0	0	0	0
ENSMUSG00000096565.1	0	0	0	0	0	0	0	0
ENSMUSG00000096285.1	0	0	0	0	0	0	0	0
ENSMUSG00000094753.1	0	0	0	0	0	0	0	0
ENSMUSG00000094903.1	0	0	0	0	0	0	0	0
ENSMUSG00000094554.1	0	0	0	0	0	0	0	0
ENSMUSG00000095501.1	0	0	0	0	0	0	0	0
ENSMUSG00000095511.1	0	0	0	0	0	0	0	0
ENSMUSG00000094522.1	0	0	0	0	0	0	0	0
ENSMUSG00000096359.1	0	0	0	0	0	0	0	0
ENSMUSG00000094283.1	0	0	0	0	0	0	0	0
ENSMUSG00000095220.1	0	0	0	0	0	0	0	0
ENSMUSG00000094609.1	0	0	0	0	0	0	0	0
ENSMUSG00000109575.1	0	0	0	0	0	0	0	0
ENSMUSG00000093929.1	0	0	0	0	0	0	0	0
ENSMUSG00000096019.1	0	0	0	0	0	0	0	0
ENSMUSG00000094890.1	0	0	0	0	0	0	0	0
ENSMUSG00000096431.1	0	0	0	0	0	0	0	0
ENSMUSG00000096159.1	0	0	0	0	0	0	0	0
ENSMUSG00000094581.1	0	0	0	0	0	0	0	0
ENSMUSG00000094236.1	0	0	0	0	0	0	0	0
ENSMUSG00000096248.1	0	0	0	0	0	0	0	0
ENSMUSG00000094069.1	0	0	0	0	0	0	0	0
ENSMUSG00000096148.1	0	0	0	0	0	0	0	0
ENSMUSG00000094407.1	0	0	0	0	0	0	0	0
ENSMUSG00000095734.1	0	0	0	0	0	0	0	0
ENSMUSG00000094960.1	0	0	0	0	0	0	0	0
ENSMUSG00000096231.1	0	0	0	0	0	0	0	0
ENSMUSG00000096110.1	0	0	0	0	0	0	0	0
ENSMUSG00000096502.1	0	0	0	0	0	0	0	0
ENSMUSG00000096082.1	0	0	0	0	0	0	0	0
ENSMUSG00000095060.1	0	0	0	0	0	0	0	0
ENSMUSG00000094150.1	0	0	0	0	0	0	0	0
ENSMUSG00000096677.1	0	0	0	0	0	0	0	0
ENSMUSG00000096057.1	0	0	0	0	0	0	0	0
ENSMUSG00000096305.1	0	0	0	0	0	0	0	0
ENSMUSG00000095389.1	0	0	0	0	0	0	0	0
ENSMUSG00000096095.1	0	0	0	0	0	0	0	0
ENSMUSG00000095155.1	0	0	0	0	0	0	0	0
ENSMUSG00000096660.1	0	0	0	0	0	0	0	0
ENSMUSG00000095542.1	0	0	0	0	0	0	0	0
ENSMUSG00000094994.1	0	0	0	0	0	0	0	0
ENSMUSG00000094923.1	0	0	0	0	0	0	0	0
ENSMUSG00000096070.1	0	0	0	0	0	0	0	0
ENSMUSG00000096017.1	0	0	0	0	0	0	0	0
ENSMUSG00000096865.1	0	0	0	0	0	0	0	0
ENSMUSG00000094837.1	0	0	0	0	0	0	0	0
ENSMUSG00000094109.1	0	0	0	0	0	0	0	0
ENSMUSG00000094218.1	0	0	0	0	0	0	0	0
ENSMUSG00000096302.1	0	0	0	0	0	0	0	0
ENSMUSG00000095100.1	0	0	0	0	0	0	0	0
ENSMUSG00000095045.1	0	0	0	0	0	0	0	0
ENSMUSG00000095479.1	0	0	0	0	0	0	0	0
ENSMUSG00000094060.1	0	0	0	0	0	0	0	0
ENSMUSG00000093869.1	0	0	0	0	0	0	0	0
ENSMUSG00000094831.1	0	0	0	0	0	0	0	0
ENSMUSG00000095639.1	0	0	0	0	0	0	0	0
ENSMUSG00000095618.1	0	0	0	0	0	0	0	0
ENSMUSG00000094997.1	0	0	0	0	0	0	0	0
ENSMUSG00000096845.1	0	0	0	0	0	0	0	0
ENSMUSG00000095349.1	0	0	0	0	0	0	0	0
ENSMUSG00000096868.1	0	0	0	0	0	0	0	0
ENSMUSG00000096604.1	0	0	0	0	0	0	0	0
